ms_subclass,ms_zoning,land_contour,lot_config,neighborhood,condition_1,bldg_type,house_style,overall_qual,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,exter_qual,foundation,bsmt_qual,total_bsmt_sf,gr_liv_area,kitchen_qual,garage_type,garage_cars,sale_type,saleprice,total_bath
20,RL,Low,CulDSac,Crawfor,PosN,1Fam,1Story,6,Hip,HdBoard,HdBoard,BrkFace,3,CBlock,3,1296.0,1640,3,Detchd,2.0,WD ,224000,2.0
160,FV,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,6,Gable,MetalSd,MetalSd,None,3,PConc,4,600.0,1200,3,Detchd,2.0,WD ,165000,4.0
70,RM,Lvl,Inside,OldTown,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,2,BrkTil,3,662.0,1324,2,Detchd,1.0,WD ,122000,2.0
20,RL,HLS,Inside,Timber,Norm,1Fam,1Story,8,Hip,VinylSd,VinylSd,NA,3,PConc,4,1546.0,1564,4,Attchd,2.0,New,267300,2.0
60,RL,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,Hip,VinylSd,VinylSd,Stone,4,PConc,5,1926.0,3140,4,BuiltIn,3.0,New,485000,4.0
50,RM,Lvl,Inside,OldTown,RRAn,1Fam,1.5Fin,6,Gable,BrkFace,Wd Sdng,None,2,CBlock,3,1595.0,2486,2,Detchd,2.0,WD ,220000,2.0
60,RL,Lvl,Corner,CollgCr,PosN,1Fam,2Story,6,Gable,VinylSd,VinylSd,BrkFace,2,PConc,4,864.0,1771,3,Attchd,2.0,WD ,215700,4.0
20,RL,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,Gable,MetalSd,MetalSd,Stone,3,PConc,5,1836.0,1836,3,Attchd,3.0,WD ,280000,3.0
20,RL,Lvl,Corner,NridgHt,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1603.0,1575,3,Attchd,3.0,WD ,284000,3.0
180,RM,Lvl,Inside,MeadowV,Norm,Twnhs,SFoyer,4,Gable,CemntBd,CmentBd,None,2,CBlock,4,630.0,630,2,NA,0.0,WD ,84500,2.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,6,Hip,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,3,1395.0,1395,2,Attchd,2.0,WD ,192000,2.0
70,RM,Lvl,Inside,OldTown,Norm,1Fam,2Story,7,Gable,Wd Sdng,Wd Sdng,None,2,BrkTil,3,502.0,1004,3,Detchd,1.0,WD ,105000,1.0
20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Hip,VinylSd,VinylSd,None,3,PConc,4,1860.0,1836,3,Attchd,2.0,WD ,216837,2.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,BrkFace,1,CBlock,3,1296.0,1496,3,Attchd,2.0,WD ,141500,2.0
20,RL,Lvl,FR2,Sawyer,Feedr,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,2,CBlock,3,894.0,894,3,Attchd,2.0,WD ,130000,2.0
20,RL,HLS,Inside,CollgCr,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,4,1040.0,1040,2,NA,0.0,WD ,124000,2.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,2,CBlock,3,1008.0,1008,2,Attchd,1.0,WD ,139500,2.0
20,RL,HLS,Inside,Edwards,Norm,1Fam,1Story,4,Gable,WdShing,Plywood,None,2,CBlock,3,864.0,864,2,Detchd,2.0,COD,79275,2.0
20,RL,HLS,Inside,Timber,Norm,1Fam,1Story,8,Hip,VinylSd,VinylSd,BrkFace,3,PConc,4,1476.0,1484,4,Attchd,2.0,WD ,265900,2.0
30,RL,Bnk,Inside,SWISU,Norm,1Fam,1Story,6,Gable,Wd Sdng,Wd Sdng,None,2,BrkTil,4,768.0,790,2,Detchd,1.0,WD ,91000,1.0
60,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,5,Gable,HdBoard,Wd Sdng,BrkFace,2,PConc,4,1122.0,1934,2,Attchd,2.0,WD ,185000,4.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,BrkFace,Wd Sdng,None,2,CBlock,3,1150.0,1150,2,Attchd,1.0,WD ,141000,2.0
60,RL,Lvl,Corner,NridgHt,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,None,3,PConc,4,1582.0,2152,3,Detchd,2.0,New,260116,3.0
30,RL,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,Hip,MetalSd,MetalSd,None,2,CBlock,3,672.0,672,2,Attchd,1.0,WD ,113000,2.0
80,RL,Lvl,Corner,SawyerW,Norm,1Fam,SLvl,8,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1401.0,1511,3,Attchd,3.0,WD ,225000,3.0
30,RL,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,2,CBlock,3,793.0,793,1,Detchd,1.0,WD ,113000,2.0
80,RL,Lvl,Inside,Edwards,Norm,1Fam,SLvl,6,Gable,Plywood,Plywood,None,2,CBlock,3,1008.0,1096,2,Detchd,1.0,WD ,125200,2.0
60,RL,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,Stone,4,PConc,5,918.0,2100,4,BuiltIn,3.0,New,319500,4.0
50,RL,Bnk,Inside,NAmes,Artery,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,None,2,CBlock,3,913.0,1558,2,Attchd,1.0,WD ,140000,3.0
20,RL,Low,Inside,Timber,Norm,1Fam,1Story,6,Gable,Plywood,Plywood,None,2,CBlock,4,1632.0,1650,2,Attchd,2.0,WD ,250764,2.0
60,RL,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,Hip,VinylSd,VinylSd,Stone,4,PConc,4,948.0,2088,3,BuiltIn,3.0,WD ,250000,3.0
60,RL,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,3,PConc,4,768.0,1536,3,Attchd,2.0,WD ,176000,3.0
20,RL,Lvl,Inside,NAmes,Feedr,1Fam,1Story,6,Gable,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,3,1331.0,1721,2,Attchd,2.0,WD ,174850,1.0
160,RL,Lvl,Inside,NPkVill,Norm,TwnhsE,2Story,6,Gable,Plywood,Brk Cmn,None,2,CBlock,4,804.0,1548,2,Detchd,2.0,WD ,147000,4.0
120,RL,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6,Gable,Plywood,Plywood,None,2,CBlock,4,918.0,918,2,Attchd,1.0,WD ,99500,2.0
60,RL,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,Gable,VinylSd,VinylSd,None,3,PConc,5,1365.0,2690,4,Attchd,3.0,New,398800,4.0
60,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,2,PConc,4,953.0,1647,2,Attchd,2.0,WD ,175000,3.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,2,CBlock,3,825.0,825,2,Attchd,1.0,WD ,109500,2.0
20,RL,Lvl,Inside,NAmes,PosN,1Fam,1Story,6,Gable,Plywood,Plywood,None,2,CBlock,4,1657.0,1657,2,Attchd,2.0,WD ,163500,3.0
30,RL,Lvl,Corner,BrkSide,Feedr,1Fam,1Story,4,Gable,WdShing,Wd Shng,None,2,CBlock,3,788.0,788,2,NA,0.0,WD ,100000,1.0
60,RL,HLS,Inside,NoRidge,Norm,1Fam,2Story,8,Gable,HdBoard,ImStucc,BrkFace,3,PConc,5,1334.0,2826,3,Attchd,3.0,WD ,334000,4.0
20,RL,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Hip,HdBoard,HdBoard,None,2,CBlock,3,864.0,864,2,Detchd,1.0,WD ,137250,2.0
60,RL,HLS,Corner,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1392.0,2462,3,Attchd,2.0,New,320000,4.0
20,RL,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,2,CBlock,3,1063.0,1287,3,Detchd,2.0,WD ,162000,2.0
20,FV,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,Gable,MetalSd,MetalSd,Stone,4,PConc,5,1470.0,1478,3,Attchd,2.0,New,222000,4.0
60,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,698.0,1342,3,Attchd,2.0,WD ,178000,4.0
30,RM,Lvl,Corner,OldTown,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,Stone,2,CBlock,3,788.0,804,3,Attchd,1.0,WD ,119000,2.0
60,RL,Lvl,Inside,NAmes,PosN,1Fam,2Story,5,Gable,VinylSd,VinylSd,BrkFace,2,CBlock,3,864.0,1812,2,Attchd,1.0,WD ,169500,2.0
60,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,952.0,2256,3,BuiltIn,2.0,WD ,236000,3.0
120,RM,HLS,Inside,Crawfor,Norm,TwnhsE,1Story,8,Hip,CemntBd,CmentBd,Stone,4,PConc,5,1596.0,1648,4,Attchd,2.0,New,294464,4.0
60,RL,Lvl,Inside,NAmes,Norm,1Fam,2Story,6,Gable,HdBoard,HdBoard,None,2,CBlock,2,952.0,2112,2,Attchd,2.0,WD ,206900,3.0
60,RL,Lvl,Inside,SawyerW,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,956.0,2084,3,BuiltIn,2.0,WD ,233000,4.0
30,RM,Lvl,Inside,OldTown,Norm,1Fam,1Story,6,Gable,MetalSd,MetalSd,None,2,BrkTil,3,1032.0,1032,2,Detchd,1.0,COD,108000,1.0
60,RL,Lvl,Inside,Gilbert,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,BrkFace,2,PConc,4,680.0,1470,2,BuiltIn,2.0,WD ,165000,3.0
20,RL,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,5,Gable,CemntBd,CmentBd,None,2,CBlock,4,1040.0,1040,2,Detchd,2.0,WD ,134900,2.0
45,RM,Lvl,Inside,BrkSide,Norm,1Fam,1.5Unf,5,Gable,AsbShng,AsbShng,None,3,BrkTil,3,884.0,884,2,Detchd,1.0,WD ,113000,1.0
20,RL,Low,Inside,CollgCr,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,2,PConc,4,1097.0,1097,2,Attchd,1.0,WD ,147900,3.0
30,RL,Lvl,Corner,Edwards,Feedr,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,2,PConc,2,864.0,864,2,NA,0.0,WD ,99900,1.0
160,RL,Lvl,FR2,NPkVill,Norm,TwnhsE,2Story,6,Gable,Plywood,Brk Cmn,None,2,CBlock,4,855.0,1456,2,Attchd,2.0,WD ,143000,3.0
50,RM,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,6,Gable,Wd Sdng,Wd Sdng,None,2,PConc,3,816.0,1176,2,Detchd,2.0,WD ,114500,1.0
20,RL,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,2,CBlock,3,912.0,941,2,Attchd,1.0,WD ,129200,1.0
120,RM,HLS,Inside,Crawfor,Norm,TwnhsE,1Story,8,Hip,CemntBd,CmentBd,Stone,4,PConc,5,1600.0,1652,3,Attchd,2.0,New,392500,4.0
70,RL,Lvl,Inside,Crawfor,Norm,1Fam,2Story,7,Gable,CemntBd,CmentBd,None,4,Stone,3,1152.0,2340,3,Attchd,1.0,WD ,266500,2.0
80,RL,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,7,Gable,VinylSd,VinylSd,None,3,PConc,4,384.0,1382,2,BuiltIn,2.0,WD ,177500,3.0
20,RL,Lvl,Inside,Mitchel,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,3,1008.0,1008,3,Attchd,1.0,WD ,139500,1.0
60,RL,Lvl,Corner,CollgCr,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,3,PConc,4,608.0,1396,3,BuiltIn,2.0,WD ,170000,3.0
60,RL,Lvl,Inside,NAmes,Norm,1Fam,2Story,6,Gable,MetalSd,MetalSd,BrkFace,2,CBlock,3,845.0,2154,2,Attchd,2.0,WD ,224500,3.0
60,RL,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,Stone,3,PConc,4,1082.0,2400,3,BuiltIn,3.0,WD ,290000,4.0
50,RM,Lvl,Corner,IDOTRR,Norm,1Fam,1.5Fin,7,Gable,Stucco,Stucco,BrkFace,2,PConc,3,1040.0,1818,2,Detchd,1.0,WD ,169500,2.0
20,RL,Lvl,CulDSac,Mitchel,Norm,1Fam,1Story,7,Hip,VinylSd,VinylSd,Stone,3,PConc,5,1710.0,1710,3,Attchd,2.0,WD ,240000,2.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,HdBoard,HdBoard,BrkFace,2,CBlock,3,1078.0,1150,2,Attchd,1.0,WD ,144000,2.0
60,RL,Lvl,Corner,NAmes,Artery,1Fam,2Story,6,Gable,VinylSd,VinylSd,BrkCmn,2,CBlock,3,816.0,1977,2,Attchd,2.0,WD ,165000,3.0
120,RL,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,6,Gable,Plywood,ImStucc,None,3,PConc,4,1332.0,1332,3,Attchd,2.0,WD ,145000,2.0
20,RL,Lvl,CulDSac,Edwards,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,2,CBlock,3,1250.0,1298,2,Detchd,2.0,COD,114000,2.0
20,RL,Lvl,Corner,NridgHt,Norm,1Fam,1Story,8,Hip,VinylSd,VinylSd,BrkFace,3,PConc,4,1935.0,1973,3,Attchd,3.0,New,395000,2.0
160,RM,Lvl,Inside,BrDale,Norm,TwnhsE,2Story,6,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,3,525.0,1092,2,Detchd,2.0,WD ,105500,2.0
60,RL,Lvl,Inside,Mitchel,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,None,3,PConc,4,1049.0,1916,3,Attchd,3.0,WD ,254900,4.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,WdShing,Wd Shng,None,2,CBlock,3,864.0,1238,2,Attchd,1.0,WD ,102000,2.0
60,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,944.0,1840,3,Attchd,2.0,WD ,230000,4.0
70,RM,Lvl,Inside,BrkSide,Norm,1Fam,2Story,5,Gable,MetalSd,MetalSd,None,2,BrkTil,3,939.0,1513,2,Detchd,1.0,WD ,137500,2.0
30,RL,Bnk,Inside,BrkSide,Norm,1Fam,1Story,5,Gable,WdShing,Wd Shng,None,3,BrkTil,3,1008.0,1143,2,Detchd,1.0,WD ,138000,1.0
80,RL,Lvl,Inside,SawyerW,Norm,1Fam,SLvl,6,Gable,Wd Sdng,Wd Sdng,BrkFace,3,CBlock,4,520.0,1338,3,Attchd,2.0,WD ,156500,2.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,4,Gable,MetalSd,MetalSd,None,2,CBlock,3,864.0,864,2,Detchd,2.0,WD ,124500,1.0
60,RL,Lvl,Inside,NWAmes,PosA,1Fam,2Story,7,Mansard,WdShing,Plywood,None,2,CBlock,4,808.0,1969,2,Attchd,2.0,WD ,190000,3.0
20,RL,Lvl,Inside,Blmngtn,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1266.0,1266,3,Attchd,2.0,WD ,159895,2.0
70,RL,Lvl,Inside,SWISU,Feedr,1Fam,2Story,5,Gable,MetalSd,Wd Sdng,None,2,BrkTil,3,612.0,2601,2,BuiltIn,2.0,WD ,189000,4.0
20,RL,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,None,2,CBlock,3,912.0,912,2,NA,0.0,WD ,124000,1.0
20,RL,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,4,1392.0,1392,2,Detchd,2.0,WD ,121500,3.0
90,RL,Lvl,Inside,NAmes,Norm,Duplex,1Story,5,Gable,Wd Sdng,Wd Sdng,None,2,CBlock,3,1824.0,1824,2,Detchd,2.0,WD ,146000,2.0
60,RL,Lvl,Inside,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,928.0,1823,3,Attchd,2.0,WD ,235000,4.0
120,RM,HLS,Inside,Crawfor,Norm,TwnhsE,1Story,8,Hip,CemntBd,CmentBd,Stone,3,PConc,5,1594.0,1646,3,Attchd,2.0,WD ,300000,4.0
160,RM,Lvl,Inside,MeadowV,Norm,Twnhs,2Story,4,Gable,CemntBd,CmentBd,None,2,CBlock,3,546.0,1092,2,NA,0.0,WD ,90500,2.0
90,RL,Lvl,Inside,NAmes,Norm,Duplex,1Story,5,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,3,1728.0,1728,2,Detchd,2.0,WD ,142600,2.0
20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1573.0,1573,3,Attchd,2.0,WD ,227000,3.0
90,RL,HLS,Corner,Crawfor,Norm,Duplex,2.5Unf,7,Gable,Wd Sdng,Wd Sdng,None,2,BrkTil,3,920.0,2480,2,Detchd,2.0,WD ,205000,3.0
20,RL,Lvl,CulDSac,CollgCr,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1341.0,1341,3,Attchd,2.0,WD ,246900,3.0
70,C (all),Lvl,Corner,IDOTRR,Feedr,1Fam,2Story,4,Gable,Wd Sdng,Wd Sdng,None,2,Stone,1,173.0,1361,2,Detchd,1.0,WD ,89000,1.0
50,RL,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,4,Gable,VinylSd,VinylSd,None,2,CBlock,3,744.0,1120,1,Detchd,2.0,WD ,64000,1.0
120,RL,Lvl,Inside,Greens,Norm,Twnhs,1Story,8,Gable,Wd Sdng,Plywood,None,3,CBlock,4,1226.0,1226,3,Attchd,2.0,WD ,170000,2.0
60,RL,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,Hip,VinylSd,VinylSd,Stone,4,PConc,5,1734.0,2822,4,BuiltIn,3.0,New,582933,4.0
30,RM,Lvl,Inside,OldTown,Artery,1Fam,1Story,6,Gable,MetalSd,MetalSd,None,2,BrkTil,3,1103.0,1103,3,Detchd,2.0,WD ,110500,1.0
20,RL,Lvl,Inside,Edwards,Norm,1Fam,1Story,6,Hip,HdBoard,HdBoard,Stone,2,CBlock,3,1179.0,1179,2,Attchd,2.0,WD ,110000,1.0
20,RL,Lvl,Inside,Edwards,Norm,1Fam,1Story,5,Hip,VinylSd,VinylSd,None,2,CBlock,3,698.0,698,2,NA,0.0,WD ,118000,2.0
60,RL,Lvl,Inside,NridgHt,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,998.0,2046,3,BuiltIn,3.0,WD ,284000,4.0
60,RL,Lvl,Inside,NAmes,Norm,1Fam,2Story,6,Gable,HdBoard,HdBoard,BrkFace,2,CBlock,3,858.0,1716,2,Attchd,2.0,WD ,171000,2.0
60,RL,Lvl,Corner,SawyerW,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,835.0,1812,3,BuiltIn,2.0,WD ,193000,3.0
20,RL,Lvl,Corner,Mitchel,Norm,1Fam,1Story,5,Gable,Plywood,Plywood,None,2,PConc,4,1090.0,1178,2,Attchd,2.0,WD ,135000,3.0
70,RL,Bnk,Inside,Crawfor,Norm,1Fam,2.5Unf,7,Gable,MetalSd,Stucco,None,2,BrkTil,3,818.0,1636,3,Detchd,1.0,WD ,167000,2.0
20,RM,Lvl,Inside,OldTown,Norm,1Fam,1Story,4,Gable,MetalSd,MetalSd,None,2,CBlock,3,576.0,864,2,Detchd,1.0,COD,105000,1.0
20,RL,Lvl,Inside,CollgCr,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1588.0,1588,3,Attchd,2.0,WD ,214000,2.0
60,RL,Lvl,Corner,NridgHt,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1420.0,1914,3,BuiltIn,3.0,WD ,279000,4.0
80,RL,Lvl,Inside,NWAmes,Norm,1Fam,SLvl,6,Gable,Plywood,Plywood,BrkFace,2,CBlock,3,675.0,1875,3,Attchd,2.0,WD ,184500,3.0
50,RM,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,3,Gable,MetalSd,MetalSd,None,2,CBlock,3,649.0,1183,2,Detchd,1.0,WD ,120000,2.0
60,RL,Lvl,Inside,SawyerW,Norm,1Fam,2Story,6,Gable,HdBoard,HdBoard,None,3,PConc,4,816.0,1730,3,Attchd,2.0,WD ,171500,3.0
160,FV,Lvl,Inside,Somerst,Norm,TwnhsE,2Story,7,Gable,MetalSd,MetalSd,None,3,PConc,4,625.0,1250,3,Detchd,2.0,New,164700,3.0
60,RL,Bnk,Inside,SawyerW,Norm,1Fam,2Story,6,Gable,HdBoard,HdBoard,BrkFace,3,CBlock,4,868.0,2559,4,Attchd,2.0,WD ,209000,3.0
120,RM,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,Hip,VinylSd,VinylSd,BrkFace,3,PConc,4,1365.0,1548,3,Attchd,2.0,WD ,225000,3.0
50,RL,Lvl,FR2,Edwards,Feedr,1Fam,1.5Fin,5,Gambrel,Wd Sdng,VinylSd,None,2,PConc,3,658.0,1184,2,NA,0.0,WD ,81000,1.0
20,RL,Lvl,CulDSac,Somerst,RRAn,1Fam,1Story,8,Gable,VinylSd,VinylSd,NA,3,PConc,5,1670.0,1670,3,Attchd,3.0,New,336820,4.0
60,RL,Low,Inside,SawyerW,Norm,1Fam,2Story,7,Gable,Plywood,Plywood,BrkFace,3,CBlock,4,1157.0,2062,2,Attchd,2.0,WD ,277000,4.0
20,RL,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,CemntBd,CmentBd,None,2,CBlock,3,894.0,894,2,Detchd,1.0,WD ,117600,1.0
50,RL,Lvl,Inside,NAmes,Norm,1Fam,1.5Fin,6,Gable,VinylSd,VinylSd,None,2,CBlock,3,856.0,1668,2,Attchd,1.0,WD ,140000,2.0
20,RL,Lvl,Inside,CollgCr,PosN,1Fam,1Story,9,Hip,VinylSd,VinylSd,Stone,4,PConc,5,1751.0,1766,4,Attchd,3.0,New,395039,4.0
60,RL,Lvl,Inside,Gilbert,RRAn,1Fam,2Story,6,Gable,VinylSd,VinylSd,NA,3,CBlock,4,768.0,1496,3,Attchd,2.0,New,181755,3.0
20,RL,Lvl,Corner,SawyerW,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1400.0,1400,3,Attchd,2.0,New,186800,2.0
60,RL,Lvl,Corner,NAmes,Norm,1Fam,2Story,5,Gable,MetalSd,MetalSd,None,2,CBlock,3,744.0,2140,2,Attchd,2.0,WD ,177500,3.0
30,RL,Lvl,Inside,OldTown,Norm,1Fam,1Story,4,Gable,Wd Sdng,Wd Sdng,None,2,BrkTil,3,656.0,968,2,Detchd,1.0,WD ,64500,2.0
120,FV,Lvl,CulDSac,Somerst,Norm,TwnhsE,1Story,7,Gable,MetalSd,MetalSd,None,3,PConc,5,1488.0,1488,3,Attchd,2.0,WD ,260000,3.0
20,RL,Lvl,Inside,Blmngtn,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1266.0,1266,3,Attchd,2.0,New,185485,2.0
30,RM,Lvl,Corner,BrkSide,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,2,BrkTil,3,715.0,875,2,Detchd,1.0,WD ,105000,2.0
80,RL,Lvl,FR2,Veenker,Feedr,1Fam,SLvl,6,Hip,Plywood,Plywood,BrkFace,3,CBlock,3,528.0,1855,2,Attchd,2.0,WD ,187000,3.0
20,RL,Lvl,Corner,NWAmes,Norm,1Fam,1Story,7,Gable,Wd Sdng,Wd Sdng,None,3,CBlock,4,1208.0,1621,3,Attchd,2.0,WD ,202500,3.0
20,RL,Lvl,Inside,NridgHt,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1614.0,1614,3,Attchd,3.0,WD ,245700,3.0
160,RL,Lvl,Inside,SawyerW,Norm,TwnhsE,2Story,6,Gable,Plywood,Plywood,None,2,CBlock,3,630.0,1266,2,Attchd,1.0,WD ,128000,2.0
60,RL,Lvl,Inside,NridgHt,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1030.0,2098,4,Attchd,3.0,WD ,275500,3.0
60,RL,Lvl,CulDSac,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,978.0,1983,3,Attchd,2.0,WD ,225000,3.0
80,RL,Lvl,Inside,NAmes,Norm,1Fam,SLvl,5,Gable,BrkFace,Plywood,None,2,CBlock,4,528.0,1183,2,Attchd,1.0,WD ,138000,2.0
160,RM,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,Gable,HdBoard,ImStucc,BrkFace,2,CBlock,3,525.0,1092,2,Detchd,1.0,WD ,88000,2.0
60,RL,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,Hip,VinylSd,VinylSd,BrkFace,4,PConc,4,2153.0,2643,4,BuiltIn,3.0,WD ,380000,3.0
20,FV,Lvl,Inside,Somerst,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,BrkFace,3,PConc,4,1660.0,1660,3,Attchd,3.0,WD ,256000,2.0
20,RL,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,2,CBlock,3,900.0,900,3,Detchd,2.0,WD ,134800,2.0
160,RM,Lvl,Inside,Blueste,Norm,Twnhs,2Story,6,Gable,MetalSd,MetalSd,None,2,CBlock,4,561.0,1229,2,Attchd,2.0,WD ,121000,2.0
60,FV,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,3,PConc,4,874.0,1761,3,Attchd,2.0,New,227875,3.0
20,RL,Lvl,Corner,CollgCr,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,Stone,3,PConc,4,1694.0,1694,3,Attchd,3.0,WD ,245350,2.0
90,RM,Lvl,Inside,OldTown,Norm,Duplex,2Story,5,Hip,Wd Sdng,Wd Sdng,None,2,PConc,3,624.0,1248,2,NA,0.0,WD ,93500,2.0
30,RL,Lvl,Corner,Edwards,Norm,1Fam,1Story,5,Gable,Wd Sdng,Wd Sdng,None,2,BrkTil,3,458.0,835,2,Basment,1.0,COD,83000,1.0
60,RL,Low,Corner,ClearCr,Feedr,1Fam,2Story,6,Gable,HdBoard,HdBoard,None,3,PConc,4,1580.0,1953,3,Attchd,2.0,WD ,240000,4.0
45,RM,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,5,Gable,AsbShng,AsbShng,None,2,CBlock,3,592.0,1173,2,Detchd,1.0,WD ,113000,2.0
20,RL,Lvl,Inside,NAmes,Feedr,1Fam,1Story,6,Hip,Wd Sdng,Wd Sdng,BrkFace,2,CBlock,3,1215.0,1215,2,Attchd,1.0,WD ,155000,1.0
